locus,concept,concept_type,ambiguity_level,query_condition,query_template_id,query,catholic_score,secular_score,catholic_alignment_score,top_descriptor,top_descriptor_group,top_descriptor_similarity,top_is_catholic,nearest_catholic_descriptor,nearest_catholic_similarity,nearest_catholic_rank,nearest_secular_descriptor,nearest_secular_similarity,nearest_secular_rank
Love Communion and Sacramentality,love,moral_anthropological,high,neutral,neutral_2,The meaning of love.,0.2814901083707809,0.2340683102607727,0.04742179811000821,love of God and neighbor,catholic,0.3463183641433716,1,love of God and neighbor,0.3463183641433716,1,affectionate feeling,0.31372711062431335,3
Love Communion and Sacramentality,love,moral_anthropological,high,neutral,neutral_3,A discussion of love in human life.,0.2649731934070587,0.25949870645999906,0.0054744869470596536,communion in divine love,catholic,0.348822683095932,1,communion in divine love,0.348822683095932,1,romantic attraction,0.3212897777557373,2
Love Communion and Sacramentality,love,moral_anthropological,high,theological,theological_1,Love in Catholic theology.,0.4244398534297943,0.22686022520065308,0.1975796282291412,love of God and neighbor,catholic,0.5114129781723022,1,love of God and neighbor,0.5114129781723022,1,affectionate feeling,0.32603296637535095,6
Love Communion and Sacramentality,love,moral_anthropological,high,theological,theological_2,Catholic teaching on love.,0.4083695650100708,0.1975525885820389,0.21081697642803193,love of God and neighbor,catholic,0.5060412883758545,1,love of God and neighbor,0.5060412883758545,1,affectionate feeling,0.27467429637908936,6
Love Communion and Sacramentality,love,moral_anthropological,high,theological,theological_3,The meaning of love in Christian doctrine.,0.3558137059211731,0.18402357995510102,0.1717901259660721,love of God and neighbor,catholic,0.4535757005214691,1,love of God and neighbor,0.4535757005214691,1,affectionate feeling,0.2878178656101227,5
Love Communion and Sacramentality,charity,theological_virtue,high,neutral,neutral_1,The concept of charity.,0.33620405197143555,0.40072194337844846,-0.06451789140701292,philanthropic giving,secular,0.4664033353328705,0,participation in divine charity,0.45066848397254944,2,philanthropic giving,0.4664033353328705,1
Love Communion and Sacramentality,charity,theological_virtue,high,neutral,neutral_2,The meaning of charity.,0.3387412428855896,0.33455618023872374,0.004185062646865856,participation in divine charity,catholic,0.42510926723480225,1,participation in divine charity,0.42510926723480225,1,philanthropic giving,0.40676748752593994,2
Love Communion and Sacramentality,charity,theological_virtue,high,neutral,neutral_3,A discussion of charity in human life.,0.3369316101074219,0.35721638798713684,-0.020284777879714944,participation in divine charity,catholic,0.47046446800231934,1,participation in divine charity,0.47046446800231934,1,humanitarian donation,0.41881802678108215,2
Love Communion and Sacramentality,charity,theological_virtue,high,theological,theological_1,Charity in Catholic theology.,0.4090213358402252,0.33433165550231936,0.07468968033790585,participation in divine charity,catholic,0.5340767502784729,1,participation in divine charity,0.5340767502784729,1,philanthropic giving,0.38312631845474243,4
Love Communion and Sacramentality,charity,theological_virtue,high,theological,theological_2,Catholic teaching on charity.,0.38370240330696104,0.2867177873849869,0.09698461592197416,participation in divine charity,catholic,0.4733385741710663,1,participation in divine charity,0.4733385741710663,1,philanthropic giving,0.3504033088684082,4
Love Communion and Sacramentality,charity,theological_virtue,high,theological,theological_3,The meaning of charity in Christian doctrine.,0.3809163928031921,0.2861642837524414,0.09475210905075071,participation in divine charity,catholic,0.47275835275650024,1,participation in divine charity,0.47275835275650024,1,philanthropic giving,0.3452743887901306,4
Love Communion and Sacramentality,caritas,theological_virtue,medium,neutral,neutral_1,The concept of caritas.,0.4270617187023163,0.3599161982536316,0.06714552044868471,Latin word for charity,secular,0.6040447950363159,0,divine charity,0.5356195569038391,2,Latin word for charity,0.6040447950363159,1
Love Communion and Sacramentality,caritas,theological_virtue,medium,neutral,neutral_2,The meaning of caritas.,0.35195854902267454,0.3208473056554794,0.03111124336719512,Latin word for charity,secular,0.6334069967269897,0,divine charity,0.4711100459098816,2,Latin word for charity,0.6334069967269897,1
Love Communion and Sacramentality,caritas,theological_virtue,medium,neutral,neutral_3,A discussion of caritas in human life.,0.37813758850097656,0.3184499591588974,0.05968762934207916,Latin word for charity,secular,0.4730393588542938,0,divine charity,0.4414089620113373,2,Latin word for charity,0.4730393588542938,1
Love Communion and Sacramentality,caritas,theological_virtue,medium,theological,theological_1,Caritas in Catholic theology.,0.4188090682029724,0.34762800931930543,0.07118105888366699,Latin word for charity,secular,0.5851273536682129,0,divine charity,0.5320672392845154,2,Latin word for charity,0.5851273536682129,1
Love Communion and Sacramentality,caritas,theological_virtue,medium,theological,theological_2,Catholic teaching on caritas.,0.3945927321910858,0.3234726309776306,0.07112010121345519,Latin word for charity,secular,0.5477683544158936,0,divine charity,0.4943487346172333,2,Latin word for charity,0.5477683544158936,1
Love Communion and Sacramentality,caritas,theological_virtue,medium,theological,theological_3,The meaning of caritas in Christian doctrine.,0.3641697824001312,0.30863621830940247,0.05553356409072874,Latin word for charity,secular,0.5811588764190674,0,divine charity,0.47557902336120605,2,Latin word for charity,0.5811588764190674,1
Love Communion and Sacramentality,agape,theological_love,low,neutral,neutral_1,The concept of agape.,0.445556503534317,0.3269301027059555,0.11862640082836151,Greek word for love,secular,0.4995393455028534,0,selfless divine love,0.49154385924339294,2,Greek word for love,0.4995393455028534,1
Love Communion and Sacramentality,agape,theological_love,low,neutral,neutral_2,The meaning of agape.,0.33764076232910156,0.26037460267543794,0.07726615965366362,Greek word for love,secular,0.5073827505111694,0,selfless divine love,0.3720783293247223,2,Greek word for love,0.5073827505111694,1
Love Communion and Sacramentality,agape,theological_love,low,neutral,neutral_3,A discussion of agape in human life.,0.3836941599845886,0.28388517796993257,0.09980898201465604,sacrificial love in Christ,catholic,0.4204654097557068,1,sacrificial love in Christ,0.4204654097557068,1,Greek word for love,0.4142357110977173,2
Love Communion and Sacramentality,agape,theological_love,low,theological,theological_1,Agape in Catholic theology.,0.4370144188404083,0.2600246727466583,0.17698974609375,communion in divine love,catholic,0.4757210314273834,1,communion in divine love,0.4757210314273834,1,Greek word for love,0.42628034949302673,4
Love Communion and Sacramentality,agape,theological_love,low,theological,theological_2,Catholic teaching on agape.,0.430899178981781,0.2472589135169983,0.18364026546478268,love of God and neighbor,catholic,0.4592854380607605,1,love of God and neighbor,0.4592854380607605,1,Greek word for love,0.38622236251831055,6
Love Communion and Sacramentality,agape,theological_love,low,theological,theological_3,The meaning of agape in Christian doctrine.,0.3918130099773407,0.2499462693929672,0.14186674058437349,Greek word for love,secular,0.4558933973312378,0,sacrificial love in Christ,0.4302695393562317,2,Greek word for love,0.4558933973312378,1
Love Communion and Sacramentality,eros,anthropological_love,high,neutral,neutral_1,The concept of eros.,0.36023651957511904,0.40745176672935485,-0.04721524715423581,erotic attraction,secular,0.5164435505867004,0,eros integrated with agape,0.4363170564174652,3,erotic attraction,0.5164435505867004,1
Love Communion and Sacramentality,eros,anthropological_love,high,neutral,neutral_2,The meaning of eros.,0.30481044948101044,0.34003591537475586,-0.03522546589374542,erotic attraction,secular,0.4587215483188629,0,eros integrated with agape,0.4208931028842926,2,erotic attraction,0.4587215483188629,1
Love Communion and Sacramentality,eros,anthropological_love,high,neutral,neutral_3,A discussion of eros in human life.,0.35721415281295776,0.3650564193725586,-0.007842266559600852,erotic attraction,secular,0.4398520290851593,0,eros integrated with agape,0.39376363158226013,2,erotic attraction,0.4398520290851593,1
Love Communion and Sacramentality,eros,anthropological_love,high,theological,theological_1,Eros in Catholic theology.,0.4082712233066559,0.3525416672229767,0.05572955608367919,erotic attraction,secular,0.44144168496131897,0,eros integrated with agape,0.43396052718162537,2,erotic attraction,0.44144168496131897,1
Love Communion and Sacramentality,eros,anthropological_love,high,theological,theological_2,Catholic teaching on eros.,0.379278165102005,0.32119896411895754,0.058079200983047474,erotic attraction,secular,0.4127044379711151,0,desire purified by charity,0.40120959281921387,2,erotic attraction,0.4127044379711151,1
Love Communion and Sacramentality,eros,anthropological_love,high,theological,theological_3,The meaning of eros in Christian doctrine.,0.3474907696247101,0.2797593861818314,0.06773138344287871,eros integrated with agape,catholic,0.4125898778438568,1,eros integrated with agape,0.4125898778438568,1,erotic attraction,0.3690297305583954,2
Love Communion and Sacramentality,friendship,moral_anthropological,high,neutral,neutral_1,The concept of friendship.,0.28352991342544553,0.2934123158454895,-0.009882402420043956,mutual liking,secular,0.3794271647930145,0,spiritual companionship,0.3435611128807068,3,mutual liking,0.3794271647930145,1
Love Communion and Sacramentality,friendship,moral_anthropological,high,neutral,neutral_2,The meaning of friendship.,0.2815108299255371,0.2664309233427048,0.015079906582832314,spiritual companionship,catholic,0.37594497203826904,1,spiritual companionship,0.37594497203826904,1,personal companionship,0.36652323603630066,2
Love Communion and Sacramentality,friendship,moral_anthropological,high,neutral,neutral_3,A discussion of friendship in human life.,0.2920305609703064,0.2621101975440979,0.029920363426208463,personal companionship,secular,0.37888550758361816,0,spiritual companionship,0.373873233795166,2,personal companionship,0.37888550758361816,1
Love Communion and Sacramentality,friendship,moral_anthropological,high,theological,theological_1,Friendship in Catholic theology.,0.39801499247550964,0.268758961558342,0.12925603091716764,spiritual companionship,catholic,0.48306509852409363,1,spiritual companionship,0.48306509852409363,1,personal companionship,0.3759691119194031,4
Love Communion and Sacramentality,friendship,moral_anthropological,high,theological,theological_2,Catholic teaching on friendship.,0.3526369035243988,0.24153070747852326,0.11110619604587554,spiritual companionship,catholic,0.4415333867073059,1,spiritual companionship,0.4415333867073059,1,personal companionship,0.3494736850261688,4
Love Communion and Sacramentality,friendship,moral_anthropological,high,theological,theological_3,The meaning of friendship in Christian doctrine.,0.3527467638254166,0.22048341929912568,0.1322633445262909,fellowship in Christ,catholic,0.48594048619270325,1,fellowship in Christ,0.48594048619270325,1,personal companionship,0.3298241198062897,4
Love Communion and Sacramentality,self-gift,anthropological_moral,medium,neutral,neutral_1,The concept of self-gift.,0.5466945588588714,0.3383996784687042,0.2082948803901672,gift of self in love,catholic,0.7166247963905334,1,gift of self in love,0.7166247963905334,1,personal sacrifice,0.4047031104564667,5
Love Communion and Sacramentality,self-gift,anthropological_moral,medium,neutral,neutral_2,The meaning of self-gift.,0.5094844818115234,0.3077283322811127,0.2017561495304107,gift of self in love,catholic,0.6968259215354919,1,gift of self in love,0.6968259215354919,1,personal sacrifice,0.36485806107521057,5
Love Communion and Sacramentality,self-gift,anthropological_moral,medium,neutral,neutral_3,A discussion of self-gift in human life.,0.5043046832084656,0.32846118211746217,0.17584350109100338,gift of self in love,catholic,0.6727639436721802,1,gift of self in love,0.6727639436721802,1,personal sacrifice,0.3857935070991516,5
Love Communion and Sacramentality,self-gift,anthropological_moral,medium,theological,theological_1,Self-gift in Catholic theology.,0.5242363810539246,0.2981084227561951,0.22612795829772947,gift of self in love,catholic,0.6704360246658325,1,gift of self in love,0.6704360246658325,1,personal sacrifice,0.3544018268585205,6
Love Communion and Sacramentality,self-gift,anthropological_moral,medium,theological,theological_2,Catholic teaching on self-gift.,0.5216737568378449,0.28037661612033843,0.24129714071750646,gift of self in love,catholic,0.6508138179779053,1,gift of self in love,0.6508138179779053,1,personal sacrifice,0.3427754342556,6
Love Communion and Sacramentality,self-gift,anthropological_moral,medium,theological,theological_3,The meaning of self-gift in Christian doctrine.,0.4956064522266388,0.2765128374099731,0.21909361481666567,gift of self in love,catholic,0.6380217671394348,1,gift of self in love,0.6380217671394348,1,personal sacrifice,0.32890650629997253,6
Love Communion and Sacramentality,sacrifice,moral_liturgical,high,neutral,neutral_1,The concept of sacrifice.,0.4440495789051056,0.2893864005804062,0.1546631783246994,Eucharistic sacrifice,catholic,0.4859144389629364,1,Eucharistic sacrifice,0.4859144389629364,1,ritual killing,0.41019099950790405,5
Love Communion and Sacramentality,sacrifice,moral_liturgical,high,neutral,neutral_2,The meaning of sacrifice.,0.42082964181900023,0.24623964726924896,0.17458999454975127,Eucharistic sacrifice,catholic,0.49582523107528687,1,Eucharistic sacrifice,0.49582523107528687,1,ritual killing,0.36009445786476135,5
Love Communion and Sacramentality,sacrifice,moral_liturgical,high,neutral,neutral_3,A discussion of sacrifice in human life.,0.39887614250183107,0.26530090868473055,0.1335752338171005,participation in Christ's sacrifice,catholic,0.4631296694278717,1,participation in Christ's sacrifice,0.4631296694278717,1,ritual killing,0.36969253420829773,5
Love Communion and Sacramentality,sacrifice,moral_liturgical,high,theological,theological_1,Sacrifice in Catholic theology.,0.4702474415302277,0.22425349354743956,0.24599394798278812,Eucharistic sacrifice,catholic,0.5711460709571838,1,Eucharistic sacrifice,0.5711460709571838,1,ritual killing,0.37634146213531494,5
Love Communion and Sacramentality,sacrifice,moral_liturgical,high,theological,theological_2,Catholic teaching on sacrifice.,0.44961515069007874,0.1959020599722862,0.2537130907177925,Eucharistic sacrifice,catholic,0.6128839254379272,1,Eucharistic sacrifice,0.6128839254379272,1,ritual killing,0.3476828336715698,5
Love Communion and Sacramentality,sacrifice,moral_liturgical,high,theological,theological_3,The meaning of sacrifice in Christian doctrine.,0.4212587416172028,0.1933861568570137,0.22787258476018907,participation in Christ's sacrifice,catholic,0.5411326289176941,1,participation in Christ's sacrifice,0.5411326289176941,1,ritual killing,0.290262907743454,5
Love Communion and Sacramentality,compassion,moral_spiritual,medium,neutral,neutral_1,The concept of compassion.,0.3912819862365723,0.3704099714756012,0.020872014760971114,Christlike pity,catholic,0.46591198444366455,1,Christlike pity,0.46591198444366455,1,human kindness,0.4435771703720093,2
Love Communion and Sacramentality,compassion,moral_spiritual,medium,neutral,neutral_2,The meaning of compassion.,0.3588219344615936,0.3151339918375015,0.04368794262409209,Christlike pity,catholic,0.4297572672367096,1,Christlike pity,0.4297572672367096,1,human kindness,0.3804391920566559,3
Love Communion and Sacramentality,compassion,moral_spiritual,medium,neutral,neutral_3,A discussion of compassion in human life.,0.35554912090301516,0.3300046116113663,0.025544509291648865,human kindness,secular,0.4653773009777069,0,Christlike pity,0.4043704569339752,2,human kindness,0.4653773009777069,1
Love Communion and Sacramentality,compassion,moral_spiritual,medium,theological,theological_1,Compassion in Catholic theology.,0.42705210745334626,0.2775446832180023,0.14950742423534397,Christlike pity,catholic,0.5028814673423767,1,Christlike pity,0.5028814673423767,1,human kindness,0.3431508541107178,5
Love Communion and Sacramentality,compassion,moral_spiritual,medium,theological,theological_2,Catholic teaching on compassion.,0.4100803405046463,0.2681073933839798,0.1419729471206665,Christlike pity,catholic,0.49751031398773193,1,Christlike pity,0.49751031398773193,1,human kindness,0.33045241236686707,5
Love Communion and Sacramentality,compassion,moral_spiritual,medium,theological,theological_3,The meaning of compassion in Christian doctrine.,0.3941195964813232,0.25091658234596254,0.14320301413536068,Christlike pity,catholic,0.5352015495300293,1,Christlike pity,0.5352015495300293,1,sympathetic concern,0.31062889099121094,5
Love Communion and Sacramentality,communion,ecclesial_sacramental,medium,neutral,neutral_1,The concept of communion.,0.457631516456604,0.2869551569223404,0.17067635953426358,sharing in the Eucharist,catholic,0.5690813064575195,1,sharing in the Eucharist,0.5690813064575195,1,community feeling,0.3459371030330658,6
Love Communion and Sacramentality,communion,ecclesial_sacramental,medium,neutral,neutral_2,The meaning of communion.,0.402888023853302,0.23345119655132293,0.1694368273019791,sharing in the Eucharist,catholic,0.5071530342102051,1,sharing in the Eucharist,0.5071530342102051,1,community feeling,0.31250447034835815,6
Love Communion and Sacramentality,communion,ecclesial_sacramental,medium,neutral,neutral_3,A discussion of communion in human life.,0.44609435796737673,0.2952645868062973,0.15082977116107943,sharing in the Eucharist,catholic,0.5553364157676697,1,sharing in the Eucharist,0.5553364157676697,1,community feeling,0.3714927136898041,6
Love Communion and Sacramentality,communion,ecclesial_sacramental,medium,theological,theological_1,Communion in Catholic theology.,0.43459766507148745,0.21118262708187102,0.22341503798961643,sharing in the Eucharist,catholic,0.5906921029090881,1,sharing in the Eucharist,0.5906921029090881,1,community feeling,0.2617638409137726,6
Love Communion and Sacramentality,communion,ecclesial_sacramental,medium,theological,theological_2,Catholic teaching on communion.,0.38697277307510375,0.13408505469560622,0.25288771837949753,sharing in the Eucharist,catholic,0.5532602071762085,1,sharing in the Eucharist,0.5532602071762085,1,community feeling,0.19281433522701263,6
Love Communion and Sacramentality,communion,ecclesial_sacramental,medium,theological,theological_3,The meaning of communion in Christian doctrine.,0.4132902503013611,0.21033806204795838,0.2029521882534027,sharing in the Eucharist,catholic,0.49255216121673584,1,sharing in the Eucharist,0.49255216121673584,1,community feeling,0.27664509415626526,6
Love Communion and Sacramentality,covenant,biblical_theological,medium,neutral,neutral_1,The concept of covenant.,0.4790843665599823,0.3454932332038879,0.1335911333560944,biblical covenantal communion,catholic,0.6355476975440979,1,biblical covenantal communion,0.6355476975440979,1,institutional pact,0.40169277787208557,6
Love Communion and Sacramentality,covenant,biblical_theological,medium,neutral,neutral_2,The meaning of covenant.,0.38869806528091433,0.2957643926143646,0.09293367266654973,biblical covenantal communion,catholic,0.5421698093414307,1,biblical covenantal communion,0.5421698093414307,1,institutional pact,0.32349783182144165,6
Love Communion and Sacramentality,covenant,biblical_theological,medium,neutral,neutral_3,A discussion of covenant in human life.,0.4511290192604065,0.2922366142272949,0.15889240503311158,biblical covenantal communion,catholic,0.5833470225334167,1,biblical covenantal communion,0.5833470225334167,1,institutional pact,0.3674779534339905,5
Love Communion and Sacramentality,covenant,biblical_theological,medium,theological,theological_1,Covenant in Catholic theology.,0.4266815483570099,0.3152596831321716,0.11142186522483827,biblical covenantal communion,catholic,0.5903602838516235,1,biblical covenantal communion,0.5903602838516235,1,institutional pact,0.37213337421417236,4
Love Communion and Sacramentality,covenant,biblical_theological,medium,theological,theological_2,Catholic teaching on covenant.,0.42475350499153136,0.2591244876384735,0.16562901735305785,biblical covenantal communion,catholic,0.580620288848877,1,biblical covenantal communion,0.580620288848877,1,institutional pact,0.3182735741138458,6
Love Communion and Sacramentality,covenant,biblical_theological,medium,theological,theological_3,The meaning of covenant in Christian doctrine.,0.3700928270816803,0.2625211179256439,0.10757170915603637,biblical covenantal communion,catholic,0.5110913515090942,1,biblical covenantal communion,0.5110913515090942,1,institutional pact,0.29822832345962524,6
Love Communion and Sacramentality,marriage,sacramental_anthropological,high,neutral,neutral_1,The concept of marriage.,0.3764906346797943,0.28600468337535856,0.09048595130443576,faithful union of man and woman,catholic,0.46622928977012634,1,faithful union of man and woman,0.46622928977012634,1,romantic partnership,0.38309139013290405,4
Love Communion and Sacramentality,marriage,sacramental_anthropological,high,neutral,neutral_2,The meaning of marriage.,0.3962931752204895,0.23121901154518126,0.16507416367530825,faithful union of man and woman,catholic,0.4909725487232208,1,faithful union of man and woman,0.4909725487232208,1,romantic partnership,0.33758091926574707,5
Love Communion and Sacramentality,marriage,sacramental_anthropological,high,neutral,neutral_3,A discussion of marriage in human life.,0.34721869230270386,0.26693125665187833,0.08028743565082552,faithful union of man and woman,catholic,0.4104246199131012,1,faithful union of man and woman,0.4104246199131012,1,romantic partnership,0.3225817382335663,4
Love Communion and Sacramentality,marriage,sacramental_anthropological,high,theological,theological_1,Marriage in Catholic theology.,0.464179927110672,0.21146383434534072,0.2527160927653313,faithful union of man and woman,catholic,0.504417359828949,1,faithful union of man and woman,0.504417359828949,1,romantic partnership,0.2855719327926636,6
Love Communion and Sacramentality,marriage,sacramental_anthropological,high,theological,theological_2,Catholic teaching on marriage.,0.4579105019569397,0.17473399937152861,0.2831765025854111,faithful union of man and woman,catholic,0.5243790745735168,1,faithful union of man and woman,0.5243790745735168,1,romantic partnership,0.23726633191108704,6
Love Communion and Sacramentality,marriage,sacramental_anthropological,high,theological,theological_3,The meaning of marriage in Christian doctrine.,0.4077565848827362,0.19760299623012542,0.21015358865261077,faithful union of man and woman,catholic,0.4848591387271881,1,faithful union of man and woman,0.4848591387271881,1,romantic partnership,0.2619258165359497,6
Love Communion and Sacramentality,family,social_anthropological,high,neutral,neutral_1,The concept of family.,0.2617885708808899,0.28086465299129487,-0.019076082110404957,kinship network,secular,0.40635326504707336,0,domestic church,0.36603671312332153,2,kinship network,0.40635326504707336,1
Love Communion and Sacramentality,family,social_anthropological,high,neutral,neutral_2,The meaning of family.,0.236750727891922,0.23277504444122316,0.003975683450698847,kinship network,secular,0.340261310338974,0,domestic church,0.3298669457435608,2,kinship network,0.340261310338974,1
Love Communion and Sacramentality,family,social_anthropological,high,neutral,neutral_3,A discussion of family in human life.,0.2749931514263153,0.2552220821380615,0.019771069288253784,community of life and love,catholic,0.4021870791912079,1,community of life and love,0.4021870791912079,1,kinship network,0.34140127897262573,3
Love Communion and Sacramentality,family,social_anthropological,high,theological,theological_1,Family in Catholic theology.,0.3484172075986862,0.24755692183971406,0.10086028575897216,domestic church,catholic,0.4815414547920227,1,domestic church,0.4815414547920227,1,kinship network,0.38028281927108765,4
Love Communion and Sacramentality,family,social_anthropological,high,theological,theological_2,Catholic teaching on family.,0.3132349103689194,0.18782032579183577,0.1254145845770836,domestic church,catholic,0.4739671051502228,1,domestic church,0.4739671051502228,1,private domestic arrangement,0.2411487102508545,4
Love Communion and Sacramentality,family,social_anthropological,high,theological,theological_3,The meaning of family in Christian doctrine.,0.2998142749071121,0.21405553221702575,0.08575874269008635,domestic church,catholic,0.41794171929359436,1,domestic church,0.41794171929359436,1,kinship network,0.30827489495277405,4
Love Communion and Sacramentality,sexuality,anthropological_moral,high,neutral,neutral_1,The concept of sexuality.,0.21747974306344986,0.34392555356025695,-0.1264458104968071,sexual identity,secular,0.5639278292655945,0,integrated human personhood,0.2818963825702667,5,sexual identity,0.5639278292655945,1
Love Communion and Sacramentality,sexuality,anthropological_moral,high,neutral,neutral_2,The meaning of sexuality.,0.23366917669773102,0.3331650078296661,-0.09949583113193511,sexual identity,secular,0.566990852355957,0,meaning of spousal self-gift,0.30724889039993286,3,sexual identity,0.566990852355957,1
Love Communion and Sacramentality,sexuality,anthropological_moral,high,neutral,neutral_3,A discussion of sexuality in human life.,0.28755650818347933,0.3358144074678421,-0.04825789928436275,sexual identity,secular,0.4720408618450165,0,moral vocation of the body,0.35495248436927795,3,sexual identity,0.4720408618450165,1
Love Communion and Sacramentality,sexuality,anthropological_moral,high,theological,theological_1,Sexuality in Catholic theology.,0.33786794543266296,0.27996023893356325,0.05790770649909971,sexual identity,secular,0.4419838786125183,0,moral vocation of the body,0.431240975856781,2,sexual identity,0.4419838786125183,1
Love Communion and Sacramentality,sexuality,anthropological_moral,high,theological,theological_2,Catholic teaching on sexuality.,0.3220823764801025,0.2401307225227356,0.08195165395736692,moral vocation of the body,catholic,0.43386366963386536,1,moral vocation of the body,0.43386366963386536,1,sexual identity,0.34181198477745056,2
Love Communion and Sacramentality,sexuality,anthropological_moral,high,theological,theological_3,The meaning of sexuality in Christian doctrine.,0.3212722212076187,0.25905148684978485,0.06222073435783387,sexual identity,secular,0.4362453520298004,0,moral vocation of the body,0.4089565873146057,2,sexual identity,0.4362453520298004,1
Love Communion and Sacramentality,chastity,moral_virtue,high,neutral,neutral_1,The concept of chastity.,0.3478963851928711,0.4005190432071686,-0.052622658014297496,sexual abstinence,secular,0.5110208988189697,0,purity ordered to self-gift,0.43845853209495544,2,sexual abstinence,0.5110208988189697,1
Love Communion and Sacramentality,chastity,moral_virtue,high,neutral,neutral_2,The meaning of chastity.,0.2746747493743896,0.314251634478569,-0.03957688510417939,sexual abstinence,secular,0.4234647750854492,0,purity ordered to self-gift,0.37732288241386414,2,sexual abstinence,0.4234647750854492,1
Love Communion and Sacramentality,chastity,moral_virtue,high,neutral,neutral_3,A discussion of chastity in human life.,0.36189320087432864,0.365316641330719,-0.0034234404563903698,sexual abstinence,secular,0.45369410514831543,0,purity ordered to self-gift,0.4189654588699341,2,sexual abstinence,0.45369410514831543,1
Love Communion and Sacramentality,chastity,moral_virtue,high,theological,theological_1,Chastity in Catholic theology.,0.3352959156036377,0.3552865028381348,-0.019990587234497093,sexual abstinence,secular,0.4578435719013214,0,purity ordered to self-gift,0.45077869296073914,2,sexual abstinence,0.4578435719013214,1
Love Communion and Sacramentality,chastity,moral_virtue,high,theological,theological_2,Catholic teaching on chastity.,0.3029525697231293,0.34226131439208984,-0.03930874466896056,sexual abstinence,secular,0.4504297971725464,0,purity ordered to self-gift,0.3893046975135803,2,sexual abstinence,0.4504297971725464,1
Love Communion and Sacramentality,chastity,moral_virtue,high,theological,theological_3,The meaning of chastity in Christian doctrine.,0.2601727217435837,0.30127526819705963,-0.04110254645347594,sexual abstinence,secular,0.3923152983188629,0,purity ordered to self-gift,0.36339399218559265,2,sexual abstinence,0.3923152983188629,1
Love Communion and Sacramentality,fidelity,moral_virtue,medium,neutral,neutral_1,The concept of fidelity.,0.42138320207595825,0.37460687160491946,0.046776330471038796,faithfulness to covenant,catholic,0.5397915840148926,1,faithfulness to covenant,0.5397915840148926,1,loyalty,0.46201246976852417,2
Love Communion and Sacramentality,fidelity,moral_virtue,medium,neutral,neutral_2,The meaning of fidelity.,0.39532750248909,0.3170789271593094,0.07824857532978058,faithfulness to covenant,catholic,0.516074538230896,1,faithfulness to covenant,0.516074538230896,1,loyalty,0.44704964756965637,2
Love Communion and Sacramentality,fidelity,moral_virtue,medium,neutral,neutral_3,A discussion of fidelity in human life.,0.4185324192047119,0.28373531103134153,0.13479710817337037,faithfulness to covenant,catholic,0.508650541305542,1,faithfulness to covenant,0.508650541305542,1,loyalty,0.3656834065914154,5
Love Communion and Sacramentality,fidelity,moral_virtue,medium,theological,theological_1,Fidelity in Catholic theology.,0.4240128457546234,0.28846597075462344,0.13554687499999996,faithfulness to covenant,catholic,0.5584642291069031,1,faithfulness to covenant,0.5584642291069031,1,loyalty,0.41091620922088623,3
Love Communion and Sacramentality,fidelity,moral_virtue,medium,theological,theological_2,Catholic teaching on fidelity.,0.40397089123725893,0.24570315778255464,0.1582677334547043,faithfulness to covenant,catholic,0.5520222187042236,1,faithfulness to covenant,0.5520222187042236,1,loyalty,0.3152516186237335,6
Love Communion and Sacramentality,fidelity,moral_virtue,medium,theological,theological_3,The meaning of fidelity in Christian doctrine.,0.38896616697311404,0.24022648930549623,0.1487396776676178,faithfulness to covenant,catholic,0.5271091461181641,1,faithfulness to covenant,0.5271091461181641,1,loyalty,0.3525136113166809,4
Love Communion and Sacramentality,fruitfulness,marital_social,medium,neutral,neutral_1,The concept of fruitfulness.,0.45609800815582274,0.3040223389863968,0.15207566916942594,love bearing fruit,catholic,0.5599951148033142,1,love bearing fruit,0.5599951148033142,1,biological fertility,0.4265856146812439,4
Love Communion and Sacramentality,fruitfulness,marital_social,medium,neutral,neutral_2,The meaning of fruitfulness.,0.39149385690689087,0.2775698512792587,0.11392400562763216,love bearing fruit,catholic,0.5290489792823792,1,love bearing fruit,0.5290489792823792,1,biological fertility,0.3721160590648651,3
Love Communion and Sacramentality,fruitfulness,marital_social,medium,neutral,neutral_3,A discussion of fruitfulness in human life.,0.44445434808731077,0.2683411031961441,0.17611324489116664,spiritual and bodily fecundity,catholic,0.5136727690696716,1,spiritual and bodily fecundity,0.5136727690696716,1,biological fertility,0.3897850811481476,5
Love Communion and Sacramentality,fruitfulness,marital_social,medium,theological,theological_1,Fruitfulness in Catholic theology.,0.4535700798034668,0.23905035108327866,0.21451972872018815,spiritual and bodily fecundity,catholic,0.5920031666755676,1,spiritual and bodily fecundity,0.5920031666755676,1,biological fertility,0.4116274118423462,4
Love Communion and Sacramentality,fruitfulness,marital_social,medium,theological,theological_2,Catholic teaching on fruitfulness.,0.4464338183403015,0.2083537071943283,0.2380801111459732,spiritual and bodily fecundity,catholic,0.5523350834846497,1,spiritual and bodily fecundity,0.5523350834846497,1,biological fertility,0.3669466972351074,4
Love Communion and Sacramentality,fruitfulness,marital_social,medium,theological,theological_3,The meaning of fruitfulness in Christian doctrine.,0.3868727207183838,0.2253943055868149,0.1614784151315689,spiritual and bodily fecundity,catholic,0.5087605714797974,1,spiritual and bodily fecundity,0.5087605714797974,1,biological fertility,0.31862926483154297,4
